lon,lat,altitude,time,time_mjd,time_tdb
66.210772203754004,14.714324392325588,6000,2000-01-01,51544,2000-01-01 00:01:04.184
66.210772203754004,14.714324392325588,6000,2010-01-01,55197,2010-01-01 00:01:06.184
66.210772203754004,14.714324392325588,6000,2020-01-01,58849,2020-01-01 00:01:07.184
66.210772203754004,14.714324392325588,10000,1900-01-01,15020,1900-01-01 00:00:32.184
66.210772203754004,14.714324392325588,10000,1950-01-01,33282,1950-01-01 00:00:32.184
66.210772203754004,14.714324392325588,10000,1990-01-01,47892,1990-01-01 00:00:57.184
66.210772203754004,14.714324392325588,10000,2000-01-01,51544,2000-01-01 00:01:04.184
66.210772203754004,14.714324392325588,10000,2010-01-01,55197,2010-01-01 00:01:06.184
66.210772203754004,14.714324392325588,10000,2020-01-01,58849,2020-01-01 00:01:07.184
73.641700279094295,-55.848266981417972,6000,1900-01-01,15020,1900-01-01 00:00:32.184
73.641700279094295,-55.848266981417972,6000,1950-01-01,33282,1950-01-01 00:00:32.184
73.641700279094295,-55.848266981417972,6000,1990-01-01,47892,1990-01-01 00:00:57.184
73.641700279094295,-55.848266981417972,6000,2000-01-01,51544,2000-01-01 00:01:04.184
73.641700279094295,-55.848266981417972,6000,2010-01-01,55197,2010-01-01 00:01:06.184
73.641700279094295,-55.848266981417972,6000,2020-01-01,58849,2020-01-01 00:01:07.184
73.641700279094295,-55.848266981417972,10000,1900-01-01,15020,1900-01-01 00:00:32.184
73.641700279094295,-55.848266981417972,10000,1950-01-01,33282,1950-01-01 00:00:32.184
73.641700279094295,-55.848266981417972,10000,1990-01-01,47892,1990-01-01 00:00:57.184
73.641700279094295,-55.848266981417972,10000,2000-01-01,51544,2000-01-01 00:01:04.184
73.641700279094295,-55.848266981417972,10000,2010-01-01,55197,2010-01-01 00:01:06.184
73.641700279094295,-55.848266981417972,10000,2020-01-01,58849,2020-01-01 00:01:07.184
204.381010469407187,-45.570304596183689,6000,1900-01-01,15020,1900-01-01 00:00:32.184
204.381010469407187,-45.570304596183689,6000,1950-01-01,33282,1950-01-01 00:00:32.184
204.381010469407187,-45.570304596183689,6000,1990-01-01,47892,1990-01-01 00:00:57.184
204.381010469407187,-45.570304596183689,6000,2000-01-01,51544,2000-01-01 00:01:04.184
204.381010469407187,-45.570304596183689,6000,2010-01-01,55197,2010-01-01 00:01:06.184
204.381010469407187,-45.570304596183689,6000,2020-01-01,58849,2020-01-01 00:01:07.184
204.381010469407187,-45.570304596183689,10000,1900-01-01,15020,1900-01-01 00:00:32.184
204.381010469407187,-45.570304596183689,10000,1950-01-01,33282,1950-01-01 00:00:32.184
204.381010469407187,-45.570304596183689,10000,1990-01-01,47892,1990-01-01 00:00:57.184
204.381010469407187,-45.570304596183689,10000,2000-01-01,51544,2000-01-01 00:01:04.184
204.381010469407187,-45.570304596183689,10000,2010-01-01,55197,2010-01-01 00:01:06.184
204.381010469407187,-45.570304596183689,10000,2020-01-01,58849,2020-01-01 00:01:07.184
214.396093072530562,1.813888492292802,6000,1900-01-01,15020,1900-01-01 00:00:32.184
214.396093072530562,1.813888492292802,6000,1950-01-01,33282,1950-01-01 00:00:32.184
214.396093072530562,1.813888492292802,6000,1990-01-01,47892,1990-01-01 00:00:57.184
214.396093072530562,1.813888492292802,6000,2000-01-01,51544,2000-01-01 00:01:04.184
214.396093072530562,1.813888492292802,6000,2010-01-01,55197,2010-01-01 00:01:06.184
214.396093072530562,1.813888492292802,6000,2020-01-01,58849,2020-01-01 00:01:07.184
214.396093072530562,1.813888492292802,10000,1900-01-01,15020,1900-01-01 00:00:32.184
214.396093072530562,1.813888492292802,10000,1950-01-01,33282,1950-01-01 00:00:32.184
214.396093072530562,1.813888492292802,10000,1990-01-01,47892,1990-01-01 00:00:57.184
214.396093072530562,1.813888492292802,10000,2000-01-01,51544,2000-01-01 00:01:04.184
214.396093072530562,1.813888492292802,10000,2010-01-01,55197,2010-01-01 00:01:06.184
214.396093072530562,1.813888492292802,10000,2020-01-01,58849,2020-01-01 00:01:07.184
347.225227104823773,22.252107390805392,6000,1900-01-01,15020,1900-01-01 00:00:32.184
347.225227104823773,22.252107390805392,6000,1950-01-01,33282,1950-01-01 00:00:32.184
347.225227104823773,22.252107390805392,6000,1990-01-01,47892,1990-01-01 00:00:57.184
347.225227104823773,22.252107390805392,6000,2000-01-01,51544,2000-01-01 00:01:04.184
347.225227104823773,22.252107390805392,6000,2010-01-01,55197,2010-01-01 00:01:06.184
347.225227104823773,22.252107390805392,6000,2020-01-01,58849,2020-01-01 00:01:07.184
347.225227104823773,22.252107390805392,10000,1900-01-01,15020,1900-01-01 00:00:32.184
347.225227104823773,22.252107390805392,10000,1950-01-01,33282,1950-01-01 00:00:32.184
347.225227104823773,22.252107390805392,10000,1990-01-01,47892,1990-01-01 00:00:57.184
347.225227104823773,22.252107390805392,10000,2000-01-01,51544,2000-01-01 00:01:04.184
347.225227104823773,22.252107390805392,10000,2010-01-01,55197,2010-01-01 00:01:06.184
347.225227104823773,22.252107390805392,10000,2020-01-01,58849,2020-01-01 00:01:07.184
235.143754873765516,45.500095839931120,6000,1900-01-01,15020,1900-01-01 00:00:32.184
235.143754873765516,45.500095839931120,6000,1950-01-01,33282,1950-01-01 00:00:32.184
235.143754873765516,45.500095839931120,6000,1990-01-01,47892,1990-01-01 00:00:57.184
235.143754873765516,45.500095839931120,6000,2000-01-01,51544,2000-01-01 00:01:04.184
235.143754873765516,45.500095839931120,6000,2010-01-01,55197,2010-01-01 00:01:06.184
235.143754873765516,45.500095839931120,6000,2020-01-01,58849,2020-01-01 00:01:07.184
235.143754873765516,45.500095839931120,10000,1900-01-01,15020,1900-01-01 00:00:32.184
235.143754873765516,45.500095839931120,10000,1950-01-01,33282,1950-01-01 00:00:32.184
235.143754873765516,45.500095839931120,10000,1990-01-01,47892,1990-01-01 00:00:57.184
235.143754873765516,45.500095839931120,10000,2000-01-01,51544,2000-01-01 00:01:04.184
235.143754873765516,45.500095839931120,10000,2010-01-01,55197,2010-01-01 00:01:06.184
235.143754873765516,45.500095839931120,10000,2020-01-01,58849,2020-01-01 00:01:07.184
269.606389512208239,17.140949971137772,6000,1900-01-01,15020,1900-01-01 00:00:32.184
269.606389512208239,17.140949971137772,6000,1950-01-01,33282,1950-01-01 00:00:32.184
269.606389512208239,17.140949971137772,6000,1990-01-01,47892,1990-01-01 00:00:57.184
269.606389512208239,17.140949971137772,6000,2000-01-01,51544,2000-01-01 00:01:04.184
269.606389512208239,17.140949971137772,6000,2010-01-01,55197,2010-01-01 00:01:06.184
269.606389512208239,17.140949971137772,6000,2020-01-01,58849,2020-01-01 00:01:07.184
269.606389512208239,17.140949971137772,10000,1900-01-01,15020,1900-01-01 00:00:32.184
269.606389512208239,17.140949971137772,10000,1950-01-01,33282,1950-01-01 00:00:32.184
269.606389512208239,17.140949971137772,10000,1990-01-01,47892,1990-01-01 00:00:57.184
269.606389512208239,17.140949971137772,10000,2000-01-01,51544,2000-01-01 00:01:04.184
269.606389512208239,17.140949971137772,10000,2010-01-01,55197,2010-01-01 00:01:06.184
269.606389512208239,17.140949971137772,10000,2020-01-01,58849,2020-01-01 00:01:07.184
235.285153506624738,9.394853889964539,6000,1900-01-01,15020,1900-01-01 00:00:32.184
235.285153506624738,9.394853889964539,6000,1950-01-01,33282,1950-01-01 00:00:32.184
235.285153506624738,9.394853889964539,6000,1990-01-01,47892,1990-01-01 00:00:57.184
235.285153506624738,9.394853889964539,6000,2000-01-01,51544,2000-01-01 00:01:04.184
235.285153506624738,9.394853889964539,6000,2010-01-01,55197,2010-01-01 00:01:06.184
235.285153506624738,9.394853889964539,6000,2020-01-01,58849,2020-01-01 00:01:07.184
235.285153506624738,9.394853889964539,10000,1900-01-01,15020,1900-01-01 00:00:32.184
235.285153506624738,9.394853889964539,10000,1950-01-01,33282,1950-01-01 00:00:32.184
235.285153506624738,9.394853889964539,10000,1990-01-01,47892,1990-01-01 00:00:57.184
235.285153506624738,9.394853889964539,10000,2000-01-01,51544,2000-01-01 00:01:04.184
235.285153506624738,9.394853889964539,10000,2010-01-01,55197,2010-01-01 00:01:06.184
235.285153506624738,9.394853889964539,10000,2020-01-01,58849,2020-01-01 00:01:07.184
269.177331337658586,24.975577707564298,6000,1900-01-01,15020,1900-01-01 00:00:32.184
269.177331337658586,24.975577707564298,6000,1950-01-01,33282,1950-01-01 00:00:32.184
269.177331337658586,24.975577707564298,6000,1990-01-01,47892,1990-01-01 00:00:57.184
269.177331337658586,24.975577707564298,6000,2000-01-01,51544,2000-01-01 00:01:04.184
269.177331337658586,24.975577707564298,6000,2010-01-01,55197,2010-01-01 00:01:06.184
269.177331337658586,24.975577707564298,6000,2020-01-01,58849,2020-01-01 00:01:07.184
269.177331337658586,24.975577707564298,10000,1900-01-01,15020,1900-01-01 00:00:32.184
269.177331337658586,24.975577707564298,10000,1950-01-01,33282,1950-01-01 00:00:32.184
269.177331337658586,24.975577707564298,10000,1990-01-01,47892,1990-01-01 00:00:57.184
269.177331337658586,24.975577707564298,10000,2000-01-01,51544,2000-01-01 00:01:04.184
269.177331337658586,24.975577707564298,10000,2010-01-01,55197,2010-01-01 00:01:06.184
269.177331337658586,24.975577707564298,10000,2020-01-01,58849,2020-01-01 00:01:07.184
346.070424986215698,-29.680716014916140,6000,1900-01-01,15020,1900-01-01 00:00:32.184
346.070424986215698,-29.680716014916140,6000,1950-01-01,33282,1950-01-01 00:00:32.184
346.070424986215698,-29.680716014916140,6000,1990-01-01,47892,1990-01-01 00:00:57.184
346.070424986215698,-29.680716014916140,6000,2000-01-01,51544,2000-01-01 00:01:04.184
346.070424986215698,-29.680716014916140,6000,2010-01-01,55197,2010-01-01 00:01:06.184
346.070424986215698,-29.680716014916140,6000,2020-01-01,58849,2020-01-01 00:01:07.184
346.070424986215698,-29.680716014916140,10000,1900-01-01,15020,1900-01-01 00:00:32.184
346.070424986215698,-29.680716014916140,10000,1950-01-01,33282,1950-01-01 00:00:32.184
346.070424986215698,-29.680716014916140,10000,1990-01-01,47892,1990-01-01 00:00:57.184
346.070424986215698,-29.680716014916140,10000,2000-01-01,51544,2000-01-01 00:01:04.184
346.070424986215698,-29.680716014916140,10000,2010-01-01,55197,2010-01-01 00:01:06.184
346.070424986215698,-29.680716014916140,10000,2020-01-01,58849,2020-01-01 00:01:07.184
3.019787258959257,53.160610484023216,6000,1900-01-01,15020,1900-01-01 00:00:32.184
3.019787258959257,53.160610484023216,6000,1950-01-01,33282,1950-01-01 00:00:32.184
3.019787258959257,53.160610484023216,6000,1990-01-01,47892,1990-01-01 00:00:57.184
3.019787258959257,53.160610484023216,6000,2000-01-01,51544,2000-01-01 00:01:04.184
3.019787258959257,53.160610484023216,6000,2010-01-01,55197,2010-01-01 00:01:06.184
3.019787258959257,53.160610484023216,6000,2020-01-01,58849,2020-01-01 00:01:07.184
3.019787258959257,53.160610484023216,10000,1900-01-01,15020,1900-01-01 00:00:32.184
3.019787258959257,53.160610484023216,10000,1950-01-01,33282,1950-01-01 00:00:32.184
3.019787258959257,53.160610484023216,10000,1990-01-01,47892,1990-01-01 00:00:57.184
3.019787258959257,53.160610484023216,10000,2000-01-01,51544,2000-01-01 00:01:04.184
3.019787258959257,53.160610484023216,10000,2010-01-01,55197,2010-01-01 00:01:06.184
3.019787258959257,53.160610484023216,10000,2020-01-01,58849,2020-01-01 00:01:07.184
38.319975611178961,-6.627424567462557,6000,1900-01-01,15020,1900-01-01 00:00:32.184
38.319975611178961,-6.627424567462557,6000,1950-01-01,33282,1950-01-01 00:00:32.184
38.319975611178961,-6.627424567462557,6000,1990-01-01,47892,1990-01-01 00:00:57.184
38.319975611178961,-6.627424567462557,6000,2000-01-01,51544,2000-01-01 00:01:04.184
38.319975611178961,-6.627424567462557,6000,2010-01-01,55197,2010-01-01 00:01:06.184
38.319975611178961,-6.627424567462557,6000,2020-01-01,58849,2020-01-01 00:01:07.184
38.319975611178961,-6.627424567462557,10000,1900-01-01,15020,1900-01-01 00:00:32.184
38.319975611178961,-6.627424567462557,10000,1950-01-01,33282,1950-01-01 00:00:32.184
38.319975611178961,-6.627424567462557,10000,1990-01-01,47892,1990-01-01 00:00:57.184
38.319975611178961,-6.627424567462557,10000,2000-01-01,51544,2000-01-01 00:01:04.184
38.319975611178961,-6.627424567462557,10000,2010-01-01,55197,2010-01-01 00:01:06.184
38.319975611178961,-6.627424567462557,10000,2020-01-01,58849,2020-01-01 00:01:07.184
107.533336956977351,-73.527986711119794,6000,1900-01-01,15020,1900-01-01 00:00:32.184
107.533336956977351,-73.527986711119794,6000,1950-01-01,33282,1950-01-01 00:00:32.184
107.533336956977351,-73.527986711119794,6000,1990-01-01,47892,1990-01-01 00:00:57.184
107.533336956977351,-73.527986711119794,6000,2000-01-01,51544,2000-01-01 00:01:04.184
107.533336956977351,-73.527986711119794,6000,2010-01-01,55197,2010-01-01 00:01:06.184
107.533336956977351,-73.527986711119794,6000,2020-01-01,58849,2020-01-01 00:01:07.184
107.533336956977351,-73.527986711119794,10000,1900-01-01,15020,1900-01-01 00:00:32.184
107.533336956977351,-73.527986711119794,10000,1950-01-01,33282,1950-01-01 00:00:32.184
107.533336956977351,-73.527986711119794,10000,1990-01-01,47892,1990-01-01 00:00:57.184
107.533336956977351,-73.527986711119794,10000,2000-01-01,51544,2000-01-01 00:01:04.184
107.533336956977351,-73.527986711119794,10000,2010-01-01,55197,2010-01-01 00:01:06.184
107.533336956977351,-73.527986711119794,10000,2020-01-01,58849,2020-01-01 00:01:07.184
236.308025909617186,66.827167450257377,6000,1900-01-01,15020,1900-01-01 00:00:32.184
236.308025909617186,66.827167450257377,6000,1950-01-01,33282,1950-01-01 00:00:32.184
236.308025909617186,66.827167450257377,6000,1990-01-01,47892,1990-01-01 00:00:57.184
236.308025909617186,66.827167450257377,6000,2000-01-01,51544,2000-01-01 00:01:04.184
236.308025909617186,66.827167450257377,6000,2010-01-01,55197,2010-01-01 00:01:06.184
236.308025909617186,66.827167450257377,6000,2020-01-01,58849,2020-01-01 00:01:07.184
236.308025909617186,66.827167450257377,10000,1900-01-01,15020,1900-01-01 00:00:32.184
236.308025909617186,66.827167450257377,10000,1950-01-01,33282,1950-01-01 00:00:32.184
236.308025909617186,66.827167450257377,10000,1990-01-01,47892,1990-01-01 00:00:57.184
236.308025909617186,66.827167450257377,10000,2000-01-01,51544,2000-01-01 00:01:04.184
236.308025909617186,66.827167450257377,10000,2010-01-01,55197,2010-01-01 00:01:06.184
236.308025909617186,66.827167450257377,10000,2020-01-01,58849,2020-01-01 00:01:07.184
291.532518914736499,17.725128479314371,6000,1900-01-01,15020,1900-01-01 00:00:32.184
291.532518914736499,17.725128479314371,6000,1950-01-01,33282,1950-01-01 00:00:32.184
291.532518914736499,17.725128479314371,6000,1990-01-01,47892,1990-01-01 00:00:57.184
291.532518914736499,17.725128479314371,6000,2000-01-01,51544,2000-01-01 00:01:04.184
291.532518914736499,17.725128479314371,6000,2010-01-01,55197,2010-01-01 00:01:06.184
291.532518914736499,17.725128479314371,6000,2020-01-01,58849,2020-01-01 00:01:07.184
291.532518914736499,17.725128479314371,10000,1900-01-01,15020,1900-01-01 00:00:32.184
291.532518914736499,17.725128479314371,10000,1950-01-01,33282,1950-01-01 00:00:32.184
291.532518914736499,17.725128479314371,10000,1990-01-01,47892,1990-01-01 00:00:57.184
291.532518914736499,17.725128479314371,10000,2000-01-01,51544,2000-01-01 00:01:04.184
291.532518914736499,17.725128479314371,10000,2010-01-01,55197,2010-01-01 00:01:06.184
291.532518914736499,17.725128479314371,10000,2020-01-01,58849,2020-01-01 00:01:07.184
313.983328940741899,1.513500797959476,6000,1900-01-01,15020,1900-01-01 00:00:32.184
313.983328940741899,1.513500797959476,6000,1950-01-01,33282,1950-01-01 00:00:32.184
313.983328940741899,1.513500797959476,6000,1990-01-01,47892,1990-01-01 00:00:57.184
313.983328940741899,1.513500797959476,6000,2000-01-01,51544,2000-01-01 00:01:04.184
313.983328940741899,1.513500797959476,6000,2010-01-01,55197,2010-01-01 00:01:06.184
313.983328940741899,1.513500797959476,6000,2020-01-01,58849,2020-01-01 00:01:07.184
313.983328940741899,1.513500797959476,10000,1900-01-01,15020,1900-01-01 00:00:32.184
313.983328940741899,1.513500797959476,10000,1950-01-01,33282,1950-01-01 00:00:32.184
313.983328940741899,1.513500797959476,10000,1990-01-01,47892,1990-01-01 00:00:57.184
313.983328940741899,1.513500797959476,10000,2000-01-01,51544,2000-01-01 00:01:04.184
313.983328940741899,1.513500797959476,10000,2010-01-01,55197,2010-01-01 00:01:06.184
313.983328940741899,1.513500797959476,10000,2020-01-01,58849,2020-01-01 00:01:07.184
347.273135053894862,21.389906922606521,6000,1900-01-01,15020,1900-01-01 00:00:32.184
347.273135053894862,21.389906922606521,6000,1950-01-01,33282,1950-01-01 00:00:32.184
347.273135053894862,21.389906922606521,6000,1990-01-01,47892,1990-01-01 00:00:57.184
347.273135053894862,21.389906922606521,6000,2000-01-01,51544,2000-01-01 00:01:04.184
347.273135053894862,21.389906922606521,6000,2010-01-01,55197,2010-01-01 00:01:06.184
347.273135053894862,21.389906922606521,6000,2020-01-01,58849,2020-01-01 00:01:07.184
347.273135053894862,21.389906922606521,10000,1900-01-01,15020,1900-01-01 00:00:32.184
347.273135053894862,21.389906922606521,10000,1950-01-01,33282,1950-01-01 00:00:32.184
347.273135053894862,21.389906922606521,10000,1990-01-01,47892,1990-01-01 00:00:57.184
347.273135053894862,21.389906922606521,10000,2000-01-01,51544,2000-01-01 00:01:04.184
347.273135053894862,21.389906922606521,10000,2010-01-01,55197,2010-01-01 00:01:06.184
347.273135053894862,21.389906922606521,10000,2020-01-01,58849,2020-01-01 00:01:07.184
260.526724891183221,-1.198670381216357,6000,1900-01-01,15020,1900-01-01 00:00:32.184
260.526724891183221,-1.198670381216357,6000,1950-01-01,33282,1950-01-01 00:00:32.184
260.526724891183221,-1.198670381216357,6000,1990-01-01,47892,1990-01-01 00:00:57.184
260.526724891183221,-1.198670381216357,6000,2000-01-01,51544,2000-01-01 00:01:04.184
260.526724891183221,-1.198670381216357,6000,2010-01-01,55197,2010-01-01 00:01:06.184
260.526724891183221,-1.198670381216357,6000,2020-01-01,58849,2020-01-01 00:01:07.184
260.526724891183221,-1.198670381216357,10000,1900-01-01,15020,1900-01-01 00:00:32.184
260.526724891183221,-1.198670381216357,10000,1950-01-01,33282,1950-01-01 00:00:32.184
260.526724891183221,-1.198670381216357,10000,1990-01-01,47892,1990-01-01 00:00:57.184
260.526724891183221,-1.198670381216357,10000,2000-01-01,51544,2000-01-01 00:01:04.184
260.526724891183221,-1.198670381216357,10000,2010-01-01,55197,2010-01-01 00:01:06.184
260.526724891183221,-1.198670381216357,10000,2020-01-01,58849,2020-01-01 00:01:07.184
231.291118042502859,58.537322856822847,6000,1900-01-01,15020,1900-01-01 00:00:32.184
231.291118042502859,58.537322856822847,6000,1950-01-01,33282,1950-01-01 00:00:32.184
231.291118042502859,58.537322856822847,6000,1990-01-01,47892,1990-01-01 00:00:57.184
231.291118042502859,58.537322856822847,6000,2000-01-01,51544,2000-01-01 00:01:04.184
231.291118042502859,58.537322856822847,6000,2010-01-01,55197,2010-01-01 00:01:06.184
231.291118042502859,58.537322856822847,6000,2020-01-01,58849,2020-01-01 00:01:07.184
231.291118042502859,58.537322856822847,10000,1900-01-01,15020,1900-01-01 00:00:32.184
231.291118042502859,58.537322856822847,10000,1950-01-01,33282,1950-01-01 00:00:32.184
231.291118042502859,58.537322856822847,10000,1990-01-01,47892,1990-01-01 00:00:57.184
231.291118042502859,58.537322856822847,10000,2000-01-01,51544,2000-01-01 00:01:04.184
231.291118042502859,58.537322856822847,10000,2010-01-01,55197,2010-01-01 00:01:06.184
231.291118042502859,58.537322856822847,10000,2020-01-01,58849,2020-01-01 00:01:07.184
258.283303492468917,1.819993899072146,6000,1900-01-01,15020,1900-01-01 00:00:32.184
258.283303492468917,1.819993899072146,6000,1950-01-01,33282,1950-01-01 00:00:32.184
258.283303492468917,1.819993899072146,6000,1990-01-01,47892,1990-01-01 00:00:57.184
258.283303492468917,1.819993899072146,6000,2000-01-01,51544,2000-01-01 00:01:04.184
258.283303492468917,1.819993899072146,6000,2010-01-01,55197,2010-01-01 00:01:06.184
258.283303492468917,1.819993899072146,6000,2020-01-01,58849,2020-01-01 00:01:07.184
258.283303492468917,1.819993899072146,10000,1900-01-01,15020,1900-01-01 00:00:32.184
258.283303492468917,1.819993899072146,10000,1950-01-01,33282,1950-01-01 00:00:32.184
258.283303492468917,1.819993899072146,10000,1990-01-01,47892,1990-01-01 00:00:57.184
258.283303492468917,1.819993899072146,10000,2000-01-01,51544,2000-01-01 00:01:04.184
258.283303492468917,1.819993899072146,10000,2010-01-01,55197,2010-01-01 00:01:06.184
258.283303492468917,1.819993899072146,10000,2020-01-01,58849,2020-01-01 00:01:07.184
168.335642598946720,-58.834965820483191,6000,1900-01-01,15020,1900-01-01 00:00:32.184
168.335642598946720,-58.834965820483191,6000,1950-01-01,33282,1950-01-01 00:00:32.184
168.335642598946720,-58.834965820483191,6000,1990-01-01,47892,1990-01-01 00:00:57.184
168.335642598946720,-58.834965820483191,6000,2000-01-01,51544,2000-01-01 00:01:04.184
168.335642598946720,-58.834965820483191,6000,2010-01-01,55197,2010-01-01 00:01:06.184
168.335642598946720,-58.834965820483191,6000,2020-01-01,58849,2020-01-01 00:01:07.184
168.335642598946720,-58.834965820483191,10000,1900-01-01,15020,1900-01-01 00:00:32.184
168.335642598946720,-58.834965820483191,10000,1950-01-01,33282,1950-01-01 00:00:32.184
168.335642598946720,-58.834965820483191,10000,1990-01-01,47892,1990-01-01 00:00:57.184
168.335642598946720,-58.834965820483191,10000,2000-01-01,51544,2000-01-01 00:01:04.184
168.335642598946720,-58.834965820483191,10000,2010-01-01,55197,2010-01-01 00:01:06.184
168.335642598946720,-58.834965820483191,10000,2020-01-01,58849,2020-01-01 00:01:07.184
117.210483914176010,7.759579578627679,6000,1900-01-01,15020,1900-01-01 00:00:32.184
117.210483914176010,7.759579578627679,6000,1950-01-01,33282,1950-01-01 00:00:32.184
117.210483914176010,7.759579578627679,6000,1990-01-01,47892,1990-01-01 00:00:57.184
117.210483914176010,7.759579578627679,6000,2000-01-01,51544,2000-01-01 00:01:04.184
117.210483914176010,7.759579578627679,6000,2010-01-01,55197,2010-01-01 00:01:06.184
117.210483914176010,7.759579578627679,6000,2020-01-01,58849,2020-01-01 00:01:07.184
117.210483914176010,7.759579578627679,10000,1900-01-01,15020,1900-01-01 00:00:32.184
117.210483914176010,7.759579578627679,10000,1950-01-01,33282,1950-01-01 00:00:32.184
117.210483914176010,7.759579578627679,10000,1990-01-01,47892,1990-01-01 00:00:57.184
117.210483914176010,7.759579578627679,10000,2000-01-01,51544,2000-01-01 00:01:04.184
117.210483914176010,7.759579578627679,10000,2010-01-01,55197,2010-01-01 00:01:06.184
117.210483914176010,7.759579578627679,10000,2020-01-01,58849,2020-01-01 00:01:07.184
158.272058118531419,13.325707913931879,6000,1900-01-01,15020,1900-01-01 00:00:32.184
158.272058118531419,13.325707913931879,6000,1950-01-01,33282,1950-01-01 00:00:32.184
158.272058118531419,13.325707913931879,6000,1990-01-01,47892,1990-01-01 00:00:57.184
158.272058118531419,13.325707913931879,6000,2000-01-01,51544,2000-01-01 00:01:04.184
158.272058118531419,13.325707913931879,6000,2010-01-01,55197,2010-01-01 00:01:06.184
158.272058118531419,13.325707913931879,6000,2020-01-01,58849,2020-01-01 00:01:07.184
158.272058118531419,13.325707913931879,10000,1900-01-01,15020,1900-01-01 00:00:32.184
158.272058118531419,13.325707913931879,10000,1950-01-01,33282,1950-01-01 00:00:32.184
158.272058118531419,13.325707913931879,10000,1990-01-01,47892,1990-01-01 00:00:57.184
158.272058118531419,13.325707913931879,10000,2000-01-01,51544,2000-01-01 00:01:04.184
158.272058118531419,13.325707913931879,10000,2010-01-01,55197,2010-01-01 00:01:06.184
158.272058118531419,13.325707913931879,10000,2020-01-01,58849,2020-01-01 00:01:07.184
262.688069788866528,62.017700918318994,6000,1900-01-01,15020,1900-01-01 00:00:32.184
262.688069788866528,62.017700918318994,6000,1950-01-01,33282,1950-01-01 00:00:32.184
262.688069788866528,62.017700918318994,6000,1990-01-01,47892,1990-01-01 00:00:57.184
262.688069788866528,62.017700918318994,6000,2000-01-01,51544,2000-01-01 00:01:04.184
262.688069788866528,62.017700918318994,6000,2010-01-01,55197,2010-01-01 00:01:06.184
262.688069788866528,62.017700918318994,6000,2020-01-01,58849,2020-01-01 00:01:07.184
262.688069788866528,62.017700918318994,10000,1900-01-01,15020,1900-01-01 00:00:32.184
262.688069788866528,62.017700918318994,10000,1950-01-01,33282,1950-01-01 00:00:32.184
262.688069788866528,62.017700918318994,10000,1990-01-01,47892,1990-01-01 00:00:57.184
262.688069788866528,62.017700918318994,10000,2000-01-01,51544,2000-01-01 00:01:04.184
262.688069788866528,62.017700918318994,10000,2010-01-01,55197,2010-01-01 00:01:06.184
262.688069788866528,62.017700918318994,10000,2020-01-01,58849,2020-01-01 00:01:07.184
357.845250923986328,-9.745569332792781,6000,1900-01-01,15020,1900-01-01 00:00:32.184
357.845250923986328,-9.745569332792781,6000,1950-01-01,33282,1950-01-01 00:00:32.184
